"","state_county_fips","for.measures","STATE","County.name","Division","X1993","X1993.1","January..1941.70","January..1941.70.1","July..1941.70","July..1941.70.1","topography.code","Water.area","Water.area...100","JAN.TEMP...Z","JAN.SUN...Z","JUL.TEMP...Z","JUL.HUM...Z","TOPOG...Z","LN.WATER..AREA...Z","Scale","X.1.Low..7.High"
"495",13279,13279,"GA","TOOMBS",5,7,7,51.1,178,81.1,74,4,0.53,3.963,1.50886,0.79765,0.15973,-1.23267,-0.73966,-0.25319,0.24,4
"496",13281,13281,"GA","TOWNS",5,9,9,37.8,156,72.9,70,20,3.11,5.741,0.40861,0.13526,1.219,-0.95884,1.68702,0.68776,3.18,5
"497",13283,13283,"GA","TREUTLEN",5,7,8,48.3,171,81.3,69,4,0.74,4.3,1.27722,0.58689,-0.13521,-0.89039,-0.73966,-0.07499,0.02,3
"498",13285,13285,"GA","TROUP",5,4,3,45.6,158,79,70,4,7.18,6.577,1.05387,0.19547,0.25066,-0.95884,-0.73966,1.13046,0.93,4
"499",13287,13287,"GA","TURNER",5,7,8,51.1,174,81.9,78,4,1.31,4.873,1.50886,0.67722,-0.05537,-1.5065,-0.73966,0.22859,0.11,4
"500",13289,13289,"GA","TWIGGS",5,2,2,47.8,171,81.4,69,4,0.7,4.252,1.23586,0.58689,-0.20516,-0.89039,-0.73966,-0.10014,-0.11,3
"501",13291,13291,"GA","UNION",5,9,9,37.8,156,72.9,70,20,1.97,5.282,0.40861,0.13526,1.219,-0.95884,1.68702,0.44517,2.94,5
"502",13293,13293,"GA","UPSON",5,7,8,47,158,78.6,70,13,0.65,4.179,1.16968,0.19547,0.47879,-0.95884,0.62534,-0.13884,1.37,4
"503",13295,13295,"GA","WALKER",5,2,2,40.9,138,77.9,67,16,0.1,2.31,0.66505,-0.40671,0.14161,-0.75347,1.08035,-1.12833,-0.4,3
"504",13297,13297,"GA","WALTON",5,1,1,44.5,156,78.4,70,4,0.25,3.2,0.96287,0.13526,0.31724,-0.95884,-0.73966,-0.65697,-0.94,3
"505",13299,13299,"GA","WARE",5,7,7,51.9,178,81.1,74,1,0.44,3.792,1.57504,0.79765,0.22864,-1.23267,-1.19466,-0.34382,-0.17,3
"506",13301,13301,"GA","WARREN",5,8,6,46.4,173,79.8,72,13,0.43,3.751,1.12005,0.64711,0.10446,-1.09576,0.62534,-0.36571,1.04,4
"507",13303,13303,"GA","WASHINGTON",5,7,8,45.3,171,79.8,69,4,0.58,4.058,1.02905,0.58689,0.00972,-0.89039,-0.73966,-0.20297,-0.21,3
"508",13305,13305,"GA","WAYNE",5,7,8,51.1,178,81.1,74,1,0.63,4.149,1.50886,0.79765,0.15973,-1.23267,-1.19466,-0.15503,-0.12,3
"509",13307,13307,"GA","WEBSTER",5,8,6,49,174,80.4,78,4,0.34,3.533,1.33513,0.67722,0.16707,-1.5065,-0.73966,-0.48063,-0.55,3
"510",13309,13309,"GA","WHEELER",5,9,9,48.3,171,81.3,69,4,0.81,4.39,1.27722,0.58689,-0.13521,-0.89039,-0.73966,-0.02733,0.07,4
"511",13311,13311,"GA","WHITE",5,9,9,40.9,156,75.8,70,20,0.23,3.141,0.66505,0.13526,0.70626,-0.95884,1.68702,-0.68845,1.55,4
"512",13313,13313,"GA","WHITFIELD",5,4,5,40.9,138,78.2,67,14,0.23,3.123,0.66505,-0.40671,0.06095,-0.75347,0.77701,-0.69811,-0.36,3
"513",13315,13315,"GA","WILCOX",5,9,9,49.6,174,81.4,78,4,0.77,4.34,1.38477,0.67722,-0.05013,-1.5065,-0.73966,-0.05375,-0.29,3
"514",13317,13317,"GA","WILKES",5,6,6,44.1,156,78.9,70,13,0.55,4.012,0.92978,0.13526,0.14835,-0.95884,0.62534,-0.22719,0.65,4
"515",13319,13319,"GA","WILKINSON",5,8,6,47.8,171,81.4,69,13,1.2,4.79,1.23586,0.58689,-0.20516,-0.89039,0.62534,0.18471,1.54,4
"516",13321,13321,"GA","WORTH",5,6,6,49.8,174,80.4,78,4,0.83,4.423,1.40131,0.67722,0.23598,-1.5065,-0.73966,-0.00966,0.06,4
"517",16001,16001,"ID","ADA",8,2,2,29,117,74.5,21,16,0.5,3.919,-0.31938,-1.039,0.03085,2.39555,1.08035,-0.27645,1.87,4
"518",16003,16003,"ID","ADAMS",8,9,9,18.9,115,63,21,21,0.4,3.678,-1.15491,-1.09921,2.25304,2.39555,1.83868,-0.40423,3.83,5
"519",16005,16005,"ID","BANNOCK",8,5,7,23.2,109,71.5,22,12,2.99,5.7,-0.79919,-1.27987,0.33792,2.32709,0.47368,0.66598,1.73,4
"520",16007,16007,"ID","BEAR LAKE",8,7,8,18,109,65.8,22,17,7.44,6.612,-1.22936,-1.27987,1.42266,2.32709,1.23201,1.14884,3.62,5
"521",16009,16009,"ID","BENEWAH",8,8,6,27.5,72,67.4,24,21,1.02,4.623,-0.44347,-2.3939,1.81069,2.19018,1.83868,0.09604,3.1,5
"522",16011,16011,"ID","BINGHAM",8,7,8,23.4,109,71.4,22,16,1.2,4.79,-0.78264,-1.27987,0.38204,2.32709,1.08035,0.18435,1.91,4
"523",16013,16013,"ID","BLAINE",8,7,8,19.1,115,67.3,21,21,0.61,4.111,-1.13836,-1.09921,1.11408,2.39555,1.83868,-0.17475,2.94,5
"524",16015,16015,"ID","BOISE",8,8,6,23.2,115,66.2,21,21,0.23,3.116,-0.79919,-1.09921,1.76299,2.39555,1.83868,-0.70173,3.4,5
"525",16017,16017,"ID","BONNER",8,6,6,25.7,72,65.2,24,21,9.48,6.854,-0.59237,-2.3939,2.24719,2.19018,1.83868,1.27732,4.57,5
"526",16019,16019,"ID","BONNEVILLE",8,5,7,18.9,109,68.9,22,16,1.69,5.131,-1.15491,-1.27987,0.66665,2.32709,1.08035,0.36489,2,4
"527",16021,16021,"ID","BOUNDARY",8,9,9,25,72,67,24,21,0.74,4.298,-0.65028,-2.3939,1.70292,2.19018,1.83868,-0.07601,2.61,5
"528",16023,16023,"ID","BUTTE",8,9,9,18.9,109,68.9,22,17,0.03,1.198,-1.15491,-1.27987,0.66665,2.32709,1.23201,-1.71696,0.07,4
"529",16025,16025,"ID","CAMAS",8,9,9,16.5,115,65.6,21,21,0.38,3.628,-1.35345,-1.09921,1.34724,2.39555,1.83868,-0.43075,2.7,5
"530",16027,16027,"ID","CANYON",8,2,2,29.3,117,73.9,21,9,2.28,5.429,-0.29456,-1.039,0.21801,2.39555,0.01867,0.52293,1.82,4
"531",16029,16029,"ID","CARIBOU",8,7,8,19.5,109,65.4,22,16,1.81,5.2,-1.10527,-1.27987,1.65941,2.32709,1.08035,0.40161,3.08,5
"532",16031,16031,"ID","CASSIA",8,7,8,25.6,121,70.9,21,12,0.54,3.984,-0.60065,-0.91856,0.70597,2.39555,0.47368,-0.24233,1.81,4
"533",16033,16033,"ID","CLARK",8,9,9,18,109,68.8,22,17,0.03,1.19,-1.22936,-1.27987,0.61602,2.32709,1.23201,-1.72135,-0.06,3
"534",16035,16035,"ID","CLEARWATER",8,7,8,30.9,75,73.1,23,21,1.07,4.676,-0.1622,-2.30358,0.57092,2.25864,1.83868,0.12399,2.33,4
"535",16037,16037,"ID","CUSTER",8,9,9,19.6,80,68.2,26,21,0.23,3.132,-1.097,-2.15303,0.91516,2.05327,1.83868,-0.69291,0.86,4
"536",16039,16039,"ID","ELMORE",8,6,6,28.7,117,73.9,21,21,0.74,4.303,-0.3442,-1.039,0.16633,2.39555,1.83868,-0.07329,2.94,5
"537",16041,16041,"ID","FRANKLIN",8,7,8,21.9,109,69.9,22,17,0.44,3.777,-0.90673,-1.27987,0.65616,2.32709,1.23201,-0.35169,1.68,4
"538",16043,16043,"ID","FREMONT",8,7,8,18.7,109,65.6,22,17,1.52,5.025,-1.17145,-1.27987,1.53672,2.32709,1.23201,0.30879,2.95,5
"539",16045,16045,"ID","GEM",8,6,6,29.7,117,73,21,16,0.56,4.026,-0.26147,-1.039,0.49446,2.39555,1.08035,-0.21996,2.45,5
"540",16047,16047,"ID","GOODING",8,7,8,28.1,121,74.2,21,9,0.41,3.724,-0.39383,-0.91856,0.03399,2.39555,0.01867,-0.37985,0.76,4
"541",16049,16049,"ID","IDAHO",8,7,8,27.6,89,66.2,23,21,0.21,3.03,-0.4352,-1.88205,2.14196,2.25864,1.83868,-0.74738,3.17,5
"542",16051,16051,"ID","JEFFERSON",8,7,8,18.3,109,65.7,22,9,0.95,4.552,-1.20454,-1.27987,1.47538,2.32709,0.01867,0.05834,1.4,4
"543",16053,16053,"ID","JEROME",8,7,8,26.9,121,73.5,21,9,0.34,3.518,-0.4931,-0.91856,0.11885,2.39555,0.01867,-0.48867,0.63,4
"544",16055,16055,"ID","KOOTENAI",8,4,5,27.4,72,69.1,24,21,5.36,6.285,-0.45174,-2.3939,1.34498,2.19018,1.83868,0.97575,3.5,5
"545",16057,16057,"ID","LATAH",8,7,7,27.9,89,66.8,23,16,0.02,0.801,-0.41038,-1.88205,2.00647,2.25864,1.08035,-1.92684,1.13,4
"546",16059,16059,"ID","LEMHI",8,7,8,18.8,80,68,26,21,0.12,2.46,-1.16318,-2.15303,0.90003,2.05327,1.83868,-1.04872,0.43,4
"547",16061,16061,"ID","LEWIS",8,9,9,26.3,89,65.1,23,7,0.16,2.776,-0.54274,-1.88205,2.32576,2.25864,-0.28466,-0.88182,0.99,4
"548",16063,16063,"ID","LINCOLN",8,9,9,21.3,121,68.9,21,9,0.03,1.007,-0.95637,-0.91856,0.87336,2.39555,0.01867,-1.81815,-0.41,3
"549",16065,16065,"ID","MADISON",8,7,7,18.3,109,65.7,22,9,0.39,3.66,-1.20454,-1.27987,1.47538,2.32709,0.01867,-0.41354,0.92,4
"550",16067,16067,"ID","MINIDOKA",8,7,8,25.3,121,70.1,21,9,0.44,3.785,-0.62546,-0.91856,0.89523,2.39555,0.01867,-0.34748,1.42,4
"551",16069,16069,"ID","NEZ PERCE",8,5,7,31.2,75,73.4,23,16,0.85,4.443,-0.13738,-2.30358,0.5161,2.25864,1.08035,0.00069,1.41,4
"552",16071,16071,"ID","ONEIDA",8,9,9,23.3,109,70.8,22,12,0.11,2.366,-0.79092,-1.27987,0.53475,2.32709,0.47368,-1.09876,0.17,4
"553",16073,16073,"ID","OWYHEE",8,8,6,25.2,117,64.2,21,6,0.24,3.191,-0.63374,-1.039,2.47301,2.39555,-0.43633,-0.66201,2.1,4
"554",16075,16075,"ID","PAYETTE",8,7,8,28.2,117,74.8,21,16,0.65,4.176,-0.38556,-1.039,-0.11872,2.39555,1.08035,-0.14061,1.79,4
"555",16077,16077,"ID","POWER",8,7,7,24.1,109,70.6,22,12,2.57,5.548,-0.72474,-1.27987,0.65743,2.32709,0.47368,0.58565,2.04,4
"556",16079,16079,"ID","SHOSHONE",8,7,8,25.4,115,64.1,21,21,0.06,1.797,-0.61719,-1.09921,2.51712,2.39555,1.83868,-1.39969,3.64,5
"557",16081,16081,"ID","TETON",8,9,9,17.4,109,64.1,22,21,0.05,1.539,-1.279,-1.27987,1.82807,2.32709,1.83868,-1.53631,1.9,4
"558",16083,16083,"ID","TWIN FALLS",8,5,7,27.9,121,72.8,21,11,0.18,2.881,-0.41038,-0.91856,0.3932,2.39555,0.32201,-0.82585,0.96,4
"559",16085,16085,"ID","VALLEY",8,9,9,20.2,115,63.6,21,21,1.49,5.004,-1.04736,-1.09921,2.20368,2.39555,1.83868,0.29791,4.59,5
"560",16087,16087,"ID","WASHINGTON",8,7,8,27.5,117,74.1,21,16,1.17,4.762,-0.44347,-1.039,0.0092,2.39555,1.08035,0.16944,2.17,4
"561",17001,17001,"IL","ADAMS",3,5,7,27.4,156,78.3,60,4,1.68,5.123,-0.45174,0.13526,-1.12871,-0.27427,-0.73966,0.36064,-2.1,3
"562",17003,17003,"IL","ALEXANDER",3,7,8,36.3,148,80.7,57,14,6.39,6.461,0.28452,-0.10562,-1.00745,-0.0689,0.77701,1.06886,0.95,4
"563",17005,17005,"IL","BOND",3,6,4,30,140,76.7,57,4,0.64,4.163,-0.23665,-0.34649,-0.47456,-0.0689,-0.73966,-0.14721,-2.01,3
"564",17007,17007,"IL","BOONE",3,2,2,20.5,130,72.7,55,4,0.2,3.006,-1.02255,-0.64758,-0.21728,0.06801,-0.73966,-0.75959,-3.32,2
"565",17009,17009,"IL","BROWN",3,9,9,26.2,156,76.3,60,4,0.52,3.946,-0.55101,0.13526,-0.6943,-0.27427,-0.73966,-0.26205,-2.39,2
"566",17011,17011,"IL","BUREAU",3,7,8,22.7,142,75.1,60,4,0.54,3.994,-0.84055,-0.28627,-0.67311,-0.27427,-0.73966,-0.23683,-3.05,2
"567",17013,17013,"IL","CALHOUN",3,8,4,28.9,140,76.8,57,4,10.52,6.959,-0.32765,-0.34649,-0.59619,-0.0689,-0.73966,1.3326,-0.75,3
"568",17015,17015,"IL","CARROLL",3,7,8,20.9,142,72.8,60,14,4.63,6.137,-0.98946,-0.28627,-0.20972,-0.27427,0.77701,0.89775,-0.08,3
"569",17017,17017,"IL","CASS",3,6,6,26.2,140,76.3,57,4,2.03,5.314,-0.55101,-0.34649,-0.6943,-0.0689,-0.73966,0.46212,-1.94,3
"570",17019,17019,"IL","CHAMPAIGN",3,3,2,26.9,130,75.3,61,2,0.04,1.311,-0.4931,-0.64758,-0.36513,-0.34273,-1.043,-1.65718,-4.55,1
"571",17021,17021,"IL","CHRISTIAN",3,6,5,28.5,140,76,57,2,0.93,4.532,-0.36074,-0.34649,-0.41554,-0.0689,-1.043,0.04777,-2.19,3
"572",17023,17023,"IL","CLARK",3,6,6,28.9,134,76.4,58,4,0.67,4.204,-0.32765,-0.52714,-0.48864,-0.13736,-0.73966,-0.12577,-2.35,2
"573",17025,17025,"IL","CLAY",3,7,8,31.5,134,77.2,58,4,0.13,2.53,-0.11257,-0.52714,-0.4798,-0.13736,-0.73966,-1.01166,-3.01,2
"574",17027,17027,"IL","CLINTON",3,1,1,30.9,148,77.7,57,4,5.81,6.364,-0.1622,-0.10562,-0.66592,-0.0689,-0.73966,1.01785,-0.72,3
"575",17029,17029,"IL","COLES",3,5,7,28.9,134,76.4,58,2,0.35,3.552,-0.32765,-0.52714,-0.48864,-0.13736,-1.043,-0.47063,-2.99,2
"576",17031,17031,"IL","COOK",3,0,1,24.3,130,74.7,55,2,42.16,8.347,-0.70819,-0.64758,-0.42775,0.06801,-1.043,1.716,-1.04,3
"577",17033,17033,"IL","CRAWFORD",3,7,8,30.9,134,77.4,58,4,0.49,3.899,-0.1622,-0.52714,-0.58526,-0.13736,-0.73966,-0.28713,-2.44,2
"578",17035,17035,"IL","CUMBERLAND",3,9,8,28.9,134,76.4,58,4,0.28,3.341,-0.32765,-0.52714,-0.48864,-0.13736,-0.73966,-0.58263,-2.8,2
"579",17037,17037,"IL","DE KALB",3,1,1,20.9,130,73.1,55,4,0.13,2.582,-0.98946,-0.64758,-0.29038,0.06801,-0.73966,-0.9841,-3.58,2
"580",17039,17039,"IL","DE WITT",3,6,6,26.6,136,76.2,60,2,1.87,5.232,-0.51792,-0.46693,-0.63296,-0.27427,-1.043,0.41823,-2.52,2
"581",17041,17041,"IL","DOUGLAS",3,6,6,28.6,134,76.2,58,2,0.13,2.596,-0.35247,-0.52714,-0.4607,-0.13736,-1.043,-0.97666,-3.5,2
"582",17043,17043,"IL","DU PAGE",3,0,1,22.9,130,71.9,55,2,0.72,4.279,-0.82401,-0.64758,0.20453,0.06801,-1.043,-0.08623,-2.33,2
"583",17045,17045,"IL","EDGAR",3,6,6,28.6,134,76.2,58,2,0.1,2.312,-0.35247,-0.52714,-0.4607,-0.13736,-1.043,-1.1273,-3.65,2
"584",17047,17047,"IL","EDWARDS",3,9,9,32.7,132,77.2,59,4,0.13,2.601,-0.01329,-0.58736,-0.37645,-0.20582,-0.73966,-0.97438,-2.9,2
"585",17049,17049,"IL","EFFINGHAM",3,7,7,29.4,134,76.5,58,4,0.25,3.219,-0.28629,-0.52714,-0.47246,-0.13736,-0.73966,-0.64707,-2.81,2
"586",17051,17051,"IL","FAYETTE",3,6,4,29.4,134,76.5,58,4,1.22,4.806,-0.28629,-0.52714,-0.47246,-0.13736,-0.73966,0.19314,-1.97,3
"587",17053,17053,"IL","FORD",3,6,6,25.2,130,74.3,61,2,0.1,2.35,-0.63374,-0.64758,-0.24268,-0.34273,-1.043,-1.10714,-4.02,2
"588",17055,17055,"IL","FRANKLIN",3,7,8,33.6,132,78.3,59,4,4.48,6.105,0.06116,-0.58736,-0.5947,-0.20582,-0.73966,0.88055,-1.19,3
"589",17057,17057,"IL","FULTON",3,6,5,23.8,156,75.1,60,4,1.92,5.259,-0.74955,0.13526,-0.57836,-0.27427,-0.73966,0.43269,-1.77,3
"590",17059,17059,"IL","GALLATIN",3,8,6,34.9,132,78.8,59,14,1.43,4.959,0.1687,-0.58736,-0.61716,-0.20582,0.77701,0.27415,-0.19,3
"591",17061,17061,"IL","GREENE",3,6,4,28.9,140,76.7,57,4,0.59,4.086,-0.32765,-0.34649,-0.5693,-0.0689,-0.73966,-0.1883,-2.24,2
"592",17063,17063,"IL","GRUNDY",3,1,1,23.6,130,73.9,55,2,2.39,5.478,-0.7661,-0.64758,-0.27293,0.06801,-1.043,0.54853,-2.11,3
"593",17065,17065,"IL","HAMILTON",3,7,8,33.6,132,78.3,59,4,0.15,2.733,0.06116,-0.58736,-0.5947,-0.20582,-0.73966,-0.90458,-2.97,2
"594",17067,17067,"IL","HANCOCK",3,7,8,24.7,156,75.6,60,4,2.45,5.499,-0.6751,0.13526,-0.63528,-0.27427,-0.73966,0.56002,-1.63,3
"595",17069,17069,"IL","HARDIN",3,9,9,34.2,132,77.8,59,14,1.76,5.172,0.11079,-0.58736,-0.40858,-0.20582,0.77701,0.38673,0.07,4
"596",17071,17071,"IL","HENDERSON",3,9,9,23.8,156,74.8,60,4,4.13,6.023,-0.74955,0.13526,-0.4977,-0.27427,-0.73966,0.83711,-1.29,3
"597",17073,17073,"IL","HENRY",3,2,2,21.5,142,74.5,60,4,0.29,3.361,-0.93982,-0.28627,-0.61514,-0.27427,-0.73966,-0.57177,-3.43,2
"598",17075,17075,"IL","IROQUOIS",3,6,6,25.2,130,74.3,61,1,0.14,2.661,-0.63374,-0.64758,-0.24268,-0.34273,-1.19466,-0.94248,-4,2
"599",17077,17077,"IL","JACKSON",3,5,7,34,148,78.2,57,14,2.39,5.476,0.09425,-0.10562,-0.53335,-0.0689,0.77701,0.54786,0.71,4
"600",17079,17079,"IL","JASPER",3,7,8,29.4,134,76.5,58,4,0.73,4.286,-0.28629,-0.52714,-0.47246,-0.13736,-0.73966,-0.08223,-2.25,2
"601",17081,17081,"IL","JEFFERSON",3,7,7,32.1,132,78,59,4,2.17,5.38,-0.06293,-0.58736,-0.64323,-0.20582,-0.73966,0.49689,-1.74,3
"602",17083,17083,"IL","JERSEY",3,1,1,31.3,140,78.6,57,4,2.07,5.335,-0.12911,-0.34649,-0.87346,-0.0689,-0.73966,0.47282,-1.68,3
"603",17085,17085,"IL","JO DAVIESS",3,6,6,19.6,142,72.2,60,14,2.85,5.652,-1.097,-0.28627,-0.16036,-0.27427,0.77701,0.6406,-0.4,3
"604",17087,17087,"IL","JOHNSON",3,9,9,34.2,148,77.8,57,14,0.82,4.403,0.11079,-0.10562,-0.40858,-0.0689,0.77701,-0.02039,0.28,4
"605",17089,17089,"IL","KANE",3,0,1,22.2,130,72.9,55,2,0.65,4.178,-0.88191,-0.64758,-0.12464,0.06801,-1.043,-0.13931,-2.77,2
"606",17091,17091,"IL","KANKAKEE",3,3,2,24.8,130,74.2,61,1,0.58,4.067,-0.66683,-0.64758,-0.25024,-0.34273,-1.19466,-0.19802,-3.3,2
"607",17093,17093,"IL","KENDALL",3,1,1,23.9,130,74.2,55,2,0.63,4.147,-0.74128,-0.64758,-0.32776,0.06801,-1.043,-0.15607,-2.85,2
"608",17095,17095,"IL","KNOX",3,4,5,23.8,156,74.8,60,4,0.48,3.861,-0.74955,0.13526,-0.4977,-0.27427,-0.73966,-0.3072,-2.43,2
"609",17097,17097,"IL","LAKE",3,0,1,22.5,130,71.9,55,2,67.27,8.814,-0.8571,-0.64758,0.17008,0.06801,-1.043,2.0094,-0.3,3
"610",17099,17099,"IL","LA SALLE",3,4,3,24.7,130,75.5,55,2,1.14,4.735,-0.6751,-0.64758,-0.6084,0.06801,-1.043,0.15528,-2.75,2
"611",17101,17101,"IL","LAWRENCE",3,7,8,31,134,77.2,58,4,0.52,3.959,-0.15393,-0.52714,-0.52287,-0.13736,-0.73966,-0.25531,-2.34,2
"612",17103,17103,"IL","LEE",3,7,7,22,142,74.2,60,4,0.54,3.987,-0.89846,-0.28627,-0.49141,-0.27427,-0.73966,-0.24063,-2.93,2
"613",17105,17105,"IL","LIVINGSTON",3,6,5,25.4,130,75,61,2,0.16,2.771,-0.61719,-0.64758,-0.41367,-0.34273,-1.043,-0.88427,-3.95,2
"614",17107,17107,"IL","LOGAN",3,6,5,26.6,136,76.2,60,2,0.14,2.643,-0.51792,-0.46693,-0.63296,-0.27427,-1.043,-0.95203,-3.89,2
"615",17109,17109,"IL","MC DONOUGH",3,5,7,24.7,156,75.6,60,4,0.13,2.542,-0.6751,0.13526,-0.63528,-0.27427,-0.73966,-1.00521,-3.19,2
"616",17111,17111,"IL","MC HENRY",3,0,1,20.5,130,72.7,55,4,1.15,4.745,-1.02255,-0.64758,-0.21728,0.06801,-0.73966,0.16076,-2.4,2
"617",17113,17113,"IL","MC LEAN",3,3,2,26.2,136,75.7,60,2,0.23,3.121,-0.55101,-0.46693,-0.53298,-0.27427,-1.043,-0.69882,-3.57,2
"618",17115,17115,"IL","MACON",3,3,2,28,136,76.5,60,2,0.83,4.417,-0.40211,-0.46693,-0.59304,-0.27427,-1.043,-0.01292,-2.79,2
"619",17117,17117,"IL","MACOUPIN",3,6,4,29.2,140,76.8,57,4,0.46,3.823,-0.30283,-0.34649,-0.57035,-0.0689,-0.73966,-0.32719,-2.36,2
"620",17119,17119,"IL","MADISON",3,0,1,31.3,140,78.6,57,4,2.07,5.332,-0.12911,-0.34649,-0.87346,-0.0689,-0.73966,0.47159,-1.69,3
"621",17121,17121,"IL","MARION",3,7,7,31.5,134,77.2,58,4,0.6,4.09,-0.11257,-0.52714,-0.4798,-0.13736,-0.73966,-0.18593,-2.18,3
"622",17123,17123,"IL","MARSHALL",3,6,6,23.9,136,74.3,60,4,3.12,5.742,-0.74128,-0.46693,-0.35465,-0.27427,-0.73966,0.68837,-1.89,3
"623",17125,17125,"IL","MASON",3,6,6,26.2,136,76.3,60,4,4.34,6.072,-0.55101,-0.46693,-0.6943,-0.27427,-0.73966,0.8632,-1.86,3
"624",17127,17127,"IL","MASSAC",3,7,8,36,132,79.2,59,4,1.27,4.846,0.2597,-0.58736,-0.62997,-0.20582,-0.73966,0.21405,-1.69,3
"625",17129,17129,"IL","MENARD",3,3,2,26.7,136,76.1,60,4,0.36,3.579,-0.50965,-0.46693,-0.59746,-0.27427,-0.73966,-0.45667,-3.04,2
"626",17131,17131,"IL","MERCER",3,6,6,22.9,142,74.9,60,4,1.38,4.928,-0.82401,-0.28627,-0.6021,-0.27427,-0.73966,0.25778,-2.47,2
"627",17133,17133,"IL","MONROE",3,1,1,32.2,148,79.9,57,14,2.36,5.464,-0.05466,-0.10562,-1.14549,-0.0689,0.77701,0.5414,-0.06,3
"628",17135,17135,"IL","MONTGOMERY",3,6,6,30,140,76.7,57,2,0.84,4.427,-0.23665,-0.34649,-0.47456,-0.0689,-1.043,-0.0076,-2.18,3
"629",17137,17137,"IL","MORGAN",3,4,5,28,140,76.2,57,4,0.61,4.108,-0.40211,-0.34649,-0.51238,-0.0689,-0.73966,-0.17664,-2.25,2
"630",17139,17139,"IL","MOULTRIE",3,6,6,28.3,134,76.1,58,2,2.57,5.551,-0.37729,-0.52714,-0.45965,-0.13736,-1.043,0.58733,-1.96,3
"631",17141,17141,"IL","OGLE",3,2,2,20.2,142,72.8,60,4,0.58,4.063,-1.04736,-0.28627,-0.27001,-0.27427,-0.73966,-0.20016,-2.82,2
"632",17143,17143,"IL","PEORIA",3,2,2,23.8,136,75.1,60,4,1.8,5.193,-0.74955,-0.46693,-0.57836,-0.27427,-0.73966,0.39798,-2.41,2
"633",17145,17145,"IL","PERRY",3,7,8,33.4,148,78.1,57,4,1.3,4.871,0.04461,-0.10562,-0.55815,-0.0689,-0.73966,0.22747,-1.2,3
"634",17147,17147,"IL","PIATT",3,6,6,26.9,130,75.3,61,2,0.07,1.952,-0.4931,-0.64758,-0.36513,-0.34273,-1.043,-1.31797,-4.21,2
"635",17149,17149,"IL","PIKE",3,7,8,27.4,140,77,57,4,2.19,5.388,-0.45174,-0.34649,-0.77916,-0.0689,-0.73966,0.5013,-1.88,3
"636",17151,17151,"IL","POPE",3,9,9,34.2,132,77.8,59,14,1.01,4.611,0.11079,-0.58736,-0.40858,-0.20582,0.77701,0.08998,-0.22,3
"637",17153,17153,"IL","PULASKI",3,9,9,36.3,148,80.7,57,4,1.24,4.824,0.28452,-0.10562,-1.00745,-0.0689,-0.73966,0.20234,-1.43,3
"638",17155,17155,"IL","PUTNAM",3,9,9,24.1,142,75.4,60,4,7.23,6.583,-0.72474,-0.28627,-0.63319,-0.27427,-0.73966,1.13368,-1.52,3
"639",17157,17157,"IL","RANDOLPH",3,6,4,33.3,148,78.6,57,14,3.15,5.754,0.03634,-0.10562,-0.7012,-0.0689,0.77701,0.69475,0.63,4
"640",17159,17159,"IL","RICHLAND",3,7,8,32,134,77.3,58,4,0.52,3.945,-0.0712,-0.52714,-0.46363,-0.13736,-0.73966,-0.26302,-2.2,3
"641",17161,17161,"IL","ROCK ISLAND",3,2,2,21.5,142,74.5,60,4,5.41,6.293,-0.93982,-0.28627,-0.61514,-0.27427,-0.73966,0.98035,-1.87,3
"642",17163,17163,"IL","ST. CLAIR",3,0,1,32.2,148,79.9,57,4,1.5,5.009,-0.05466,-0.10562,-1.14549,-0.0689,-0.73966,0.30026,-1.81,3
"643",17165,17165,"IL","SALINE",3,7,8,34.9,132,78.8,59,14,0.95,4.549,0.1687,-0.58736,-0.61716,-0.20582,0.77701,0.05716,-0.41,3
"644",17167,17167,"IL","SANGAMON",3,3,2,26.7,140,76.1,57,2,1.01,4.613,-0.50965,-0.34649,-0.59746,-0.0689,-1.043,0.09082,-2.47,2
"645",17169,17169,"IL","SCHUYLER",3,7,8,26.2,156,76.3,60,4,0.92,4.524,-0.55101,0.13526,-0.6943,-0.27427,-0.73966,0.04369,-2.08,3
"646",17171,17171,"IL","SCOTT",3,9,9,27.4,140,77,57,4,0.72,4.282,-0.45174,-0.34649,-0.77916,-0.0689,-0.73966,-0.08434,-2.47,2
"647",17173,17173,"IL","SHELBY",3,6,6,28.3,134,76.1,58,2,1.24,4.822,-0.37729,-0.52714,-0.45965,-0.13736,-1.043,0.20141,-2.34,2
"648",17175,17175,"IL","STARK",3,8,6,23.1,136,74.4,60,4,0.1,2.309,-0.80746,-0.46693,-0.45044,-0.27427,-0.73966,-1.12894,-3.87,2
"649",17177,17177,"IL","STEPHENSON",3,4,5,19.6,142,72.2,60,4,0.09,2.181,-1.097,-0.28627,-0.16036,-0.27427,-0.73966,-1.19667,-3.75,2
"650",17179,17179,"IL","TAZEWELL",3,2,2,23.8,136,75.1,60,4,1.37,4.922,-0.74955,-0.46693,-0.57836,-0.27427,-0.73966,0.25427,-2.55,2
"651",17181,17181,"IL","UNION",3,7,8,34.2,148,77.8,57,14,1.41,4.95,0.11079,-0.10562,-0.40858,-0.0689,0.77701,0.26923,0.57,4
"652",17183,17183,"IL","VERMILION",3,4,5,27.6,130,75.1,61,2,0.34,3.521,-0.4352,-0.64758,-0.25107,-0.34273,-1.043,-0.4874,-3.21,2
